Unnamed: 0,timeStamp,air_temp,relhum,windsp,winddir,precipitation,ghi,month,time_int,hour,date
62144,2015-10-24 09:00:00,19.12,41.06,0.4,144.6,0.0,226.7,10,0,9.0,2015-10-24
62145,2015-10-24 09:15:00,19.4,40.1,0.74,280.4,0.0,202.4,10,15,9.25,2015-10-24
62146,2015-10-24 09:30:00,19.7,40.64,1.2,303.2,0.0,305.5,10,30,9.5,2015-10-24
62147,2015-10-24 09:45:00,20.32,39.24,0.86,183.3,0.0,300.0,10,45,9.75,2015-10-24
62148,2015-10-24 10:00:00,20.7,38.12,0.8,303.8,0.0,168.7,10,0,10.0,2015-10-24
62149,2015-10-24 10:15:00,20.6,38.92,0.26,159.6,0.0,218.7,10,15,10.25,2015-10-24
62150,2015-10-24 10:30:00,21.46,36.96,0.36,304.5,0.0,375.0,10,30,10.5,2015-10-24
62151,2015-10-24 10:45:00,22.78,30.0,1.14,115.7,0.0,523.5,10,45,10.75,2015-10-24
62152,2015-10-24 11:00:00,23.5,29.36,0.84,253.3,0.0,440.3,10,0,11.0,2015-10-24
62153,2015-10-24 11:15:00,24.4,27.92,1.32,199.4,0.0,489.7,10,15,11.25,2015-10-24
62154,2015-10-24 11:30:00,25.1,27.16,1.24,210.6,0.0,500.7,10,30,11.5,2015-10-24
62155,2015-10-24 11:45:00,25.5,26.36,0.88,117.7,0.0,497.1,10,45,11.75,2015-10-24
62156,2015-10-24 12:00:00,26.26,25.0,1.14,246.5,0.0,504.5,10,0,12.0,2015-10-24
62157,2015-10-24 12:15:00,25.64,26.0,0.84,260.3,0.0,349.7,10,15,12.25,2015-10-24
62158,2015-10-24 12:30:00,25.58,26.54,1.54,267.6,0.0,595.8,10,30,12.5,2015-10-24
62159,2015-10-24 12:45:00,26.08,25.14,1.56,258.2,0.0,552.2,10,45,12.75,2015-10-24
62160,2015-10-24 13:00:00,26.98,23.52,0.94,258.1,0.0,574.3,10,0,13.0,2015-10-24
62161,2015-10-24 13:15:00,27.62,22.76,1.2,240.9,0.0,530.5,10,15,13.25,2015-10-24
62162,2015-10-24 13:30:00,28.14,22.5,1.1,264.5,0.0,544.2,10,30,13.5,2015-10-24
62163,2015-10-24 13:45:00,27.46,24.12,0.84,278.9,0.0,605.4,10,45,13.75,2015-10-24
62164,2015-10-24 14:00:00,27.2,24.98,1.42,276.1,0.0,407.9,10,0,14.0,2015-10-24
62165,2015-10-24 14:15:00,26.7,25.54,1.14,331.5,0.0,431.4,10,15,14.25,2015-10-24
62166,2015-10-24 14:30:00,28.0,23.96,0.68,31.15,0.0,491.4,10,30,14.5,2015-10-24
62167,2015-10-24 14:45:00,28.48,23.0,0.84,249.5,0.0,566.3,10,45,14.75,2015-10-24
62168,2015-10-24 15:00:00,28.04,23.0,0.72,215.3,0.0,492.9,10,0,15.0,2015-10-24
62169,2015-10-24 15:15:00,28.22,22.92,1.48,295.8,0.0,353.0,10,15,15.25,2015-10-24
62170,2015-10-24 15:30:00,28.5,22.96,0.9,280.9,0.0,308.8,10,30,15.5,2015-10-24
62171,2015-10-24 15:45:00,27.92,22.66,0.6,236.2,0.0,224.7,10,45,15.75,2015-10-24
62172,2015-10-24 16:00:00,27.9,22.14,0.2,32.69,0.0,204.4,10,0,16.0,2015-10-24
62173,2015-10-24 16:15:00,28.3,22.62,0.66,239.8,0.0,393.2,10,15,16.25,2015-10-24
62174,2015-10-24 16:30:00,28.04,23.38,2.02,287.8,0.0,153.7,10,30,16.5,2015-10-24
62175,2015-10-24 16:45:00,27.1,24.8,1.28,274.6,0.0,123.9,10,45,16.75,2015-10-24
62176,2015-10-24 17:00:00,26.6,25.86,0.96,293.2,0.0,141.2,10,0,17.0,2015-10-24
62177,2015-10-24 17:15:00,26.7,25.98,1.12,279.4,0.0,164.3,10,15,17.25,2015-10-24
62178,2015-10-24 17:30:00,26.1,26.56,1.82,277.4,0.0,53.02,10,30,17.5,2015-10-24
62179,2015-10-24 17:45:00,25.4,29.52,1.02,263.2,0.0,29.23,10,45,17.75,2015-10-24
62180,2015-10-24 18:00:00,24.7,30.56,0.32,249.3,0.0,14.4,10,0,18.0,2015-10-24
62181,2015-10-24 18:15:00,23.34,32.32,0.14,140.0,0.0,2.35,10,15,18.25,2015-10-24
62182,2015-10-24 18:30:00,22.26,34.4,0.28,214.6,0.0,0.0,10,30,18.5,2015-10-24
62183,2015-10-24 18:45:00,21.44,36.48,0.52,99.8,0.0,0.0,10,45,18.75,2015-10-24
62184,2015-10-24 19:00:00,20.4,37.36,0.96,85.6,0.0,0.0,10,0,19.0,2015-10-24
62185,2015-10-24 19:15:00,20.24,38.86,0.74,69.6,0.0,0.0,10,15,19.25,2015-10-24
62186,2015-10-24 19:30:00,19.8,44.52,0.76,97.4,0.0,0.0,10,30,19.5,2015-10-24
62187,2015-10-24 19:45:00,18.78,43.3,0.74,101.6,0.0,0.0,10,45,19.75,2015-10-24
62188,2015-10-24 20:00:00,19.46,44.08,0.6,122.2,0.0,0.0,10,0,20.0,2015-10-24
62189,2015-10-24 20:15:00,18.5,46.1,0.94,96.2,0.0,0.0,10,15,20.25,2015-10-24
62190,2015-10-24 20:30:00,18.46,49.02,0.5,128.2,0.0,0.0,10,30,20.5,2015-10-24
62191,2015-10-24 20:45:00,17.88,46.92,0.88,107.2,0.0,0.0,10,45,20.75,2015-10-24
62192,2015-10-24 21:00:00,17.48,51.88,0.54,119.6,0.0,0.0,10,0,21.0,2015-10-24
62193,2015-10-24 21:15:00,17.08,45.46,0.26,282.1,0.0,0.0,10,15,21.25,2015-10-24
62194,2015-10-24 21:30:00,16.96,46.04,0.48,90.0,0.0,0.0,10,30,21.5,2015-10-24
62195,2015-10-24 21:45:00,16.8,48.86,0.86,98.0,0.0,0.0,10,45,21.75,2015-10-24
62196,2015-10-24 22:00:00,16.1,56.92,0.6,112.2,0.0,0.0,10,0,22.0,2015-10-24
62197,2015-10-24 22:15:00,17.0,51.16,0.6,103.0,0.0,0.0,10,15,22.25,2015-10-24
62198,2015-10-24 22:30:00,16.6,53.28,0.42,128.9,0.0,0.0,10,30,22.5,2015-10-24
62199,2015-10-24 22:45:00,15.34,54.8,0.54,78.29,0.0,0.0,10,45,22.75,2015-10-24
62200,2015-10-24 23:00:00,15.94,48.42,1.18,91.2,0.0,0.0,10,0,23.0,2015-10-24
62201,2015-10-24 23:15:00,16.92,46.2,1.14,70.0,0.0,0.0,10,15,23.25,2015-10-24
62202,2015-10-24 23:30:00,16.08,52.84,0.3,222.4,0.0,0.0,10,30,23.5,2015-10-24
62203,2015-10-24 23:45:00,15.98,50.54,0.6,54.2,0.0,0.0,10,45,23.75,2015-10-24
62204,2015-10-25 00:00:00,15.28,51.6,0.78,311.8,0.0,0.0,10,0,0.0,2015-10-25
62205,2015-10-25 00:15:00,15.1,53.66,1.12,57.0,0.0,0.0,10,15,0.25,2015-10-25
62206,2015-10-25 00:30:00,15.8,50.22,1.14,80.0,0.0,0.0,10,30,0.5,2015-10-25
62207,2015-10-25 00:45:00,15.12,51.4,0.74,40.88,0.0,0.0,10,45,0.75,2015-10-25
62208,2015-10-25 01:00:00,15.34,50.98,0.9,56.79,0.0,0.0,10,0,1.0,2015-10-25
62209,2015-10-25 01:15:00,16.0,48.56,0.8,55.21,0.0,0.0,10,15,1.25,2015-10-25
62210,2015-10-25 01:30:00,15.3,51.42,1.08,47.61,0.0,0.0,10,30,1.5,2015-10-25
62211,2015-10-25 01:45:00,14.2,55.48,1.22,75.2,0.0,0.0,10,45,1.75,2015-10-25
62212,2015-10-25 02:00:00,15.2,51.26,1.36,62.0,0.0,0.0,10,0,2.0,2015-10-25
62213,2015-10-25 02:15:00,15.6,50.28,1.5,69.8,0.0,0.0,10,15,2.25,2015-10-25
62214,2015-10-25 02:30:00,14.5,56.06,0.48,169.8,0.0,0.0,10,30,2.5,2015-10-25
62215,2015-10-25 02:45:00,13.6,60.08,1.08,92.4,0.0,0.0,10,45,2.75,2015-10-25
62216,2015-10-25 03:00:00,14.52,56.8,1.8,70.6,0.0,0.0,10,0,3.0,2015-10-25
62217,2015-10-25 03:15:00,15.1,54.16,1.46,78.2,0.0,0.0,10,15,3.25,2015-10-25
62218,2015-10-25 03:30:00,14.8,55.86,0.68,95.4,0.0,0.0,10,30,3.5,2015-10-25
62219,2015-10-25 03:45:00,15.1,51.38,0.74,102.2,0.0,0.0,10,45,3.75,2015-10-25
62220,2015-10-25 04:00:00,16.58,44.72,0.6,115.8,0.0,0.0,10,0,4.0,2015-10-25
62221,2015-10-25 04:15:00,17.2,42.76,0.7,98.0,0.0,0.0,10,15,4.25,2015-10-25
62222,2015-10-25 04:30:00,17.1,42.68,0.66,104.0,0.0,0.0,10,30,4.5,2015-10-25
62223,2015-10-25 04:45:00,16.4,46.56,1.02,93.0,0.0,0.0,10,45,4.75,2015-10-25
62224,2015-10-25 05:00:00,16.64,44.76,0.52,92.8,0.0,0.0,10,0,5.0,2015-10-25
62225,2015-10-25 05:15:00,17.16,42.46,0.88,104.9,0.0,0.0,10,15,5.25,2015-10-25
62226,2015-10-25 05:30:00,17.6,41.22,1.34,136.2,0.0,0.0,10,30,5.5,2015-10-25
62227,2015-10-25 05:45:00,17.4,41.52,0.56,124.1,0.0,0.0,10,45,5.75,2015-10-25
62228,2015-10-25 06:00:00,16.8,43.84,1.1,131.0,0.0,0.0,10,0,6.0,2015-10-25
62229,2015-10-25 06:15:00,17.6,42.18,1.42,288.8,0.0,0.0,10,15,6.25,2015-10-25
62230,2015-10-25 06:30:00,17.22,42.62,0.66,150.0,0.0,0.0,10,30,6.5,2015-10-25
62231,2015-10-25 06:45:00,16.5,45.24,1.58,293.2,0.0,0.0,10,45,6.75,2015-10-25
62232,2015-10-25 07:00:00,16.1,45.6,0.36,135.6,0.0,0.0,10,0,7.0,2015-10-25
62233,2015-10-25 07:15:00,15.8,46.5,0.6,276.2,0.0,0.0,10,15,7.25,2015-10-25
62234,2015-10-25 07:30:00,15.52,50.82,0.52,245.6,0.0,0.57,10,30,7.5,2015-10-25
62235,2015-10-25 07:45:00,15.3,53.82,0.78,100.2,0.0,7.95,10,45,7.75,2015-10-25
62236,2015-10-25 08:00:00,15.4,51.44,1.24,106.5,0.0,14.46,10,0,8.0,2015-10-25
62237,2015-10-25 08:15:00,16.0,46.82,1.44,157.9,0.0,25.28,10,15,8.25,2015-10-25
62238,2015-10-25 08:30:00,15.8,48.04,2.18,310.8,0.0,71.51,10,30,8.5,2015-10-25
62239,2015-10-25 08:45:00,16.2,48.34,1.82,265.2,0.0,122.3,10,45,8.75,2015-10-25
62240,2015-10-25 09:00:00,16.8,44.96,1.66,125.0,0.0,133.6,10,0,9.0,2015-10-25
62241,2015-10-25 09:15:00,17.76,42.12,0.62,136.5,0.0,286.2,10,15,9.25,2015-10-25
62242,2015-10-25 09:30:00,18.7,38.24,0.32,142.4,0.0,169.4,10,30,9.5,2015-10-25
62243,2015-10-25 09:45:00,19.2,31.68,1.72,131.8,0.0,172.9,10,45,9.75,2015-10-25
62244,2015-10-25 10:00:00,19.5,28.84,0.96,125.4,0.0,190.5,10,0,10.0,2015-10-25
62245,2015-10-25 10:15:00,20.12,26.18,0.5,75.87,0.0,226.5,10,15,10.25,2015-10-25
62246,2015-10-25 10:30:00,20.7,25.7,0.64,351.1,0.0,279.3,10,30,10.5,2015-10-25
62247,2015-10-25 10:45:00,21.26,24.54,1.08,137.2,0.0,281.6,10,45,10.75,2015-10-25
62248,2015-10-25 11:00:00,21.4,23.7,0.84,116.3,0.0,249.6,10,0,11.0,2015-10-25
62249,2015-10-25 11:15:00,21.82,20.3,1.12,129.2,0.0,410.0,10,15,11.25,2015-10-25
62250,2015-10-25 11:30:00,23.58,17.48,1.42,127.6,0.0,627.5,10,30,11.5,2015-10-25
62251,2015-10-25 11:45:00,24.92,15.14,0.86,187.9,0.0,631.4,10,45,11.75,2015-10-25
62252,2015-10-25 12:00:00,25.52,14.52,0.96,198.3,0.0,637.4,10,0,12.0,2015-10-25
62253,2015-10-25 12:15:00,25.16,15.74,2.48,155.0,0.0,646.0,10,15,12.25,2015-10-25
62254,2015-10-25 12:30:00,25.46,14.2,0.96,192.2,0.0,654.6,10,30,12.5,2015-10-25
62255,2015-10-25 12:45:00,25.28,14.58,1.78,252.4,0.0,655.1,10,45,12.75,2015-10-25
62256,2015-10-25 13:00:00,25.8,15.38,1.34,156.4,0.0,652.1,10,0,13.0,2015-10-25
62257,2015-10-25 13:15:00,25.9,15.1,1.56,198.4,0.0,652.3,10,15,13.25,2015-10-25
62258,2015-10-25 13:30:00,26.36,13.22,2.0,144.9,0.0,639.6,10,30,13.5,2015-10-25
62259,2015-10-25 13:45:00,27.46,13.12,1.68,205.6,0.0,627.5,10,45,13.75,2015-10-25
62260,2015-10-25 14:00:00,27.52,14.32,3.12,266.4,0.0,611.2,10,0,14.0,2015-10-25
62261,2015-10-25 14:15:00,27.7,13.68,2.22,199.2,0.0,594.8,10,15,14.25,2015-10-25
62262,2015-10-25 14:30:00,27.4,15.78,0.96,203.0,0.0,571.8,10,30,14.5,2015-10-25
62263,2015-10-25 14:45:00,27.56,15.26,2.36,265.2,0.0,542.3,10,45,14.75,2015-10-25
62264,2015-10-25 15:00:00,27.44,15.84,0.96,247.4,0.0,511.0,10,0,15.0,2015-10-25
62265,2015-10-25 15:15:00,27.7,15.74,1.98,292.5,0.0,477.2,10,15,15.25,2015-10-25
62266,2015-10-25 15:30:00,27.7,16.62,1.38,243.9,0.0,442.8,10,30,15.5,2015-10-25
62267,2015-10-25 15:45:00,27.9,17.88,0.82,175.4,0.0,403.1,10,45,15.75,2015-10-25
62268,2015-10-25 16:00:00,27.5,20.1,1.24,250.6,0.0,365.7,10,0,16.0,2015-10-25
62269,2015-10-25 16:15:00,27.58,20.48,0.46,166.7,0.0,323.6,10,15,16.25,2015-10-25
62270,2015-10-25 16:30:00,26.7,21.74,0.28,261.6,0.0,279.8,10,30,16.5,2015-10-25
62271,2015-10-25 16:45:00,27.2,20.42,1.54,266.7,0.0,235.8,10,45,16.75,2015-10-25
62272,2015-10-25 17:00:00,27.0,20.4,1.2,235.9,0.0,193.2,10,0,17.0,2015-10-25
62273,2015-10-25 17:15:00,26.62,20.78,0.62,166.4,0.0,146.7,10,15,17.25,2015-10-25
62274,2015-10-25 17:30:00,25.54,22.96,0.86,140.7,0.0,82.9,10,30,17.5,2015-10-25
62275,2015-10-25 17:45:00,24.9,24.26,0.98,143.7,0.0,37.34,10,45,17.75,2015-10-25
62276,2015-10-25 18:00:00,24.04,24.26,0.92,171.2,0.0,9.25,10,0,18.0,2015-10-25
62277,2015-10-25 18:15:00,23.06,26.16,0.4,234.8,0.0,0.0,10,15,18.25,2015-10-25
62278,2015-10-25 18:30:00,22.12,27.84,0.46,133.4,0.0,0.0,10,30,18.5,2015-10-25
62279,2015-10-25 18:45:00,20.88,32.64,0.14,227.4,0.0,0.0,10,45,18.75,2015-10-25
62280,2015-10-25 19:00:00,20.1,36.44,0.34,108.1,0.0,0.0,10,0,19.0,2015-10-25
62281,2015-10-25 19:15:00,19.5,42.6,0.66,66.2,0.0,0.0,10,15,19.25,2015-10-25
62282,2015-10-25 19:30:00,19.14,41.34,0.22,163.0,0.0,0.0,10,30,19.5,2015-10-25
62283,2015-10-25 19:45:00,17.9,46.86,0.28,54.01,0.0,0.0,10,45,19.75,2015-10-25
62284,2015-10-25 20:00:00,18.0,48.56,0.48,106.4,0.0,0.0,10,0,20.0,2015-10-25
62285,2015-10-25 20:15:00,17.54,50.1,0.26,102.3,0.0,0.0,10,15,20.25,2015-10-25
62286,2015-10-25 20:30:00,16.4,59.38,0.66,99.1,0.0,0.0,10,30,20.5,2015-10-25
62287,2015-10-25 20:45:00,16.3,57.92,0.42,106.3,0.0,0.0,10,45,20.75,2015-10-25
62288,2015-10-25 21:00:00,15.42,55.74,0.6,133.7,0.0,0.0,10,0,21.0,2015-10-25
62289,2015-10-25 21:15:00,15.8,60.38,1.42,83.0,0.0,0.0,10,15,21.25,2015-10-25
62290,2015-10-25 21:30:00,15.5,61.64,0.54,133.6,0.0,0.0,10,30,21.5,2015-10-25
62291,2015-10-25 21:45:00,15.3,60.2,0.7,113.9,0.0,0.0,10,45,21.75,2015-10-25
62292,2015-10-25 22:00:00,14.7,60.58,0.84,97.6,0.0,0.0,10,0,22.0,2015-10-25
62293,2015-10-25 22:15:00,14.8,58.38,0.82,113.2,0.0,0.0,10,15,22.25,2015-10-25
62294,2015-10-25 22:30:00,14.5,59.5,0.84,82.4,0.0,0.0,10,30,22.5,2015-10-25
62295,2015-10-25 22:45:00,14.3,60.5,0.66,88.6,0.0,0.0,10,45,22.75,2015-10-25
62296,2015-10-25 23:00:00,13.8,63.44,1.44,108.0,0.0,0.0,10,0,23.0,2015-10-25
62297,2015-10-25 23:15:00,13.3,66.66,0.54,110.6,0.0,0.0,10,15,23.25,2015-10-25
62298,2015-10-25 23:30:00,13.8,69.2,0.88,87.4,0.0,0.0,10,30,23.5,2015-10-25
62299,2015-10-25 23:45:00,14.2,67.28,0.52,104.8,0.0,0.0,10,45,23.75,2015-10-25
62300,2015-10-26 00:00:00,13.1,69.72,0.68,94.4,0.0,0.0,10,0,0.0,2015-10-26
62301,2015-10-26 00:15:00,13.3,70.68,0.82,84.2,0.0,0.0,10,15,0.25,2015-10-26
62302,2015-10-26 00:30:00,13.5,68.18,0.52,106.6,0.0,0.0,10,30,0.5,2015-10-26
62303,2015-10-26 00:45:00,13.3,68.12,0.54,101.5,0.0,0.0,10,45,0.75,2015-10-26
62304,2015-10-26 01:00:00,13.3,68.22,0.66,118.4,0.0,0.0,10,0,1.0,2015-10-26
62305,2015-10-26 01:15:00,12.7,71.52,0.44,110.2,0.0,0.0,10,15,1.25,2015-10-26
62306,2015-10-26 01:30:00,12.42,68.5,0.34,62.0,0.0,0.0,10,30,1.5,2015-10-26
62307,2015-10-26 01:45:00,12.12,67.72,0.3,105.2,0.0,0.0,10,45,1.75,2015-10-26
62308,2015-10-26 02:00:00,12.14,67.98,0.38,67.86,0.0,0.0,10,0,2.0,2015-10-26
62309,2015-10-26 02:15:00,13.02,66.92,1.88,44.4,0.0,0.0,10,15,2.25,2015-10-26
62310,2015-10-26 02:30:00,13.4,61.96,2.04,15.82,0.0,0.0,10,30,2.5,2015-10-26
62311,2015-10-26 02:45:00,11.66,66.94,0.88,85.6,0.0,0.0,10,45,2.75,2015-10-26
62312,2015-10-26 03:00:00,11.7,65.84,1.46,83.6,0.0,0.0,10,0,3.0,2015-10-26
62313,2015-10-26 03:15:00,12.0,63.4,1.34,85.8,0.0,0.0,10,15,3.25,2015-10-26
62314,2015-10-26 03:30:00,12.3,61.94,0.88,115.4,0.0,0.0,10,30,3.5,2015-10-26
62315,2015-10-26 03:45:00,11.9,61.84,0.84,100.7,0.0,0.0,10,45,3.75,2015-10-26
62316,2015-10-26 04:00:00,11.5,63.44,0.9,300.2,0.0,0.0,10,0,4.0,2015-10-26
62317,2015-10-26 04:15:00,11.0,67.36,0.98,57.2,0.0,0.0,10,15,4.25,2015-10-26
62318,2015-10-26 04:30:00,11.3,65.2,0.56,120.3,0.0,0.0,10,30,4.5,2015-10-26
62319,2015-10-26 04:45:00,12.48,60.96,1.38,50.2,0.0,0.0,10,45,4.75,2015-10-26
62320,2015-10-26 05:00:00,11.38,65.32,0.82,94.6,0.0,0.0,10,0,5.0,2015-10-26
62321,2015-10-26 05:15:00,10.38,67.34,1.62,79.0,0.0,0.0,10,15,5.25,2015-10-26
62322,2015-10-26 05:30:00,11.3,66.3,0.74,101.1,0.0,0.0,10,30,5.5,2015-10-26
62323,2015-10-26 05:45:00,11.6,65.16,0.96,83.5,0.0,0.0,10,45,5.75,2015-10-26
62324,2015-10-26 06:00:00,12.0,63.62,1.42,73.99,0.0,0.0,10,0,6.0,2015-10-26
62325,2015-10-26 06:15:00,11.1,66.82,0.7,109.6,0.0,0.0,10,15,6.25,2015-10-26
62326,2015-10-26 06:30:00,10.86,65.88,0.42,125.2,0.0,0.0,10,30,6.5,2015-10-26
62327,2015-10-26 06:45:00,10.62,66.72,0.46,107.1,0.0,0.0,10,45,6.75,2015-10-26
62328,2015-10-26 07:00:00,10.6,68.38,0.48,234.1,0.0,0.0,10,0,7.0,2015-10-26
62329,2015-10-26 07:15:00,10.2,68.7,0.76,96.2,0.0,0.0,10,15,7.25,2015-10-26
62330,2015-10-26 07:30:00,10.0,71.28,1.1,65.39,0.0,1.66,10,30,7.5,2015-10-26
62331,2015-10-26 07:45:00,10.6,66.96,0.86,89.1,0.0,19.77,10,45,7.75,2015-10-26
62332,2015-10-26 08:00:00,10.6,66.64,1.32,58.0,0.0,45.15,10,0,8.0,2015-10-26
62333,2015-10-26 08:15:00,11.9,57.52,1.06,46.2,0.0,124.7,10,15,8.25,2015-10-26
62334,2015-10-26 08:30:00,13.08,52.74,0.74,35.34,0.0,169.1,10,30,8.5,2015-10-26
62335,2015-10-26 08:45:00,14.4,49.18,1.0,38.56,0.0,214.8,10,45,8.75,2015-10-26
62336,2015-10-26 09:00:00,15.1,47.06,1.32,56.2,0.0,258.6,10,0,9.0,2015-10-26
62337,2015-10-26 09:15:00,16.52,43.36,0.62,59.77,0.0,301.3,10,15,9.25,2015-10-26
62338,2015-10-26 09:30:00,17.9,40.34,0.86,39.23,0.0,342.9,10,30,9.5,2015-10-26
62339,2015-10-26 09:45:00,18.72,39.24,0.82,59.02,0.0,382.7,10,45,9.75,2015-10-26
62340,2015-10-26 10:00:00,19.5,47.3,0.78,324.7,0.0,420.3,10,0,10.0,2015-10-26
62341,2015-10-26 10:15:00,20.42,41.2,0.4,129.9,0.0,456.5,10,15,10.25,2015-10-26
62342,2015-10-26 10:30:00,21.1,38.82,1.04,108.7,0.0,488.6,10,30,10.5,2015-10-26
62343,2015-10-26 10:45:00,21.9,36.68,0.5,169.2,0.0,518.7,10,45,10.75,2015-10-26
62344,2015-10-26 11:00:00,23.4,33.96,1.02,244.7,0.0,545.2,10,0,11.0,2015-10-26
62345,2015-10-26 11:15:00,24.2,32.22,0.9,264.3,0.0,569.0,10,15,11.25,2015-10-26
62346,2015-10-26 11:30:00,24.44,32.54,1.38,307.4,0.0,588.5,10,30,11.5,2015-10-26
62347,2015-10-26 11:45:00,24.66,33.22,0.62,297.3,0.0,605.8,10,45,11.75,2015-10-26
62348,2015-10-26 12:00:00,24.8,33.32,2.14,310.2,0.0,619.9,10,0,12.0,2015-10-26
62349,2015-10-26 12:15:00,25.0,32.66,1.54,326.6,0.0,628.6,10,15,12.25,2015-10-26
62350,2015-10-26 12:30:00,25.28,32.54,2.7,302.3,0.0,633.8,10,30,12.5,2015-10-26
62351,2015-10-26 12:45:00,25.6,31.88,2.46,290.6,0.0,633.5,10,45,12.75,2015-10-26
62352,2015-10-26 13:00:00,25.9,31.16,1.08,336.6,0.0,633.7,10,0,13.0,2015-10-26
62353,2015-10-26 13:15:00,26.1,29.34,1.32,336.4,0.0,628.1,10,15,13.25,2015-10-26
62354,2015-10-26 13:30:00,27.14,26.78,2.46,288.8,0.0,619.2,10,30,13.5,2015-10-26
62355,2015-10-26 13:45:00,26.92,26.52,0.86,285.8,0.0,607.9,10,45,13.75,2015-10-26
62356,2015-10-26 14:00:00,27.5,24.18,0.9,190.8,0.0,592.7,10,0,14.0,2015-10-26
62357,2015-10-26 14:15:00,27.16,23.84,0.74,286.6,0.0,573.9,10,15,14.25,2015-10-26
62358,2015-10-26 14:30:00,27.0,24.6,1.2,351.0,0.0,552.4,10,30,14.5,2015-10-26
62359,2015-10-26 14:45:00,27.86,23.18,1.3,258.2,0.0,528.7,10,45,14.75,2015-10-26
